log_moneyness,T,implied_volatility
-0.0889719798606075,0.03287671232876712,0.37219866088867193
-0.08067317704591245,0.03287671232876712,0.39362178649902346
-0.07902164900743942,0.03287671232876712,0.3898376446533204
-0.07737284401725557,0.03287671232876712,0.38635867553710934
-0.07572675311058691,0.03287671232876712,0.3825134991455078
-0.07408336736685685,0.03287671232876712,0.37854625366210937
-0.0724426779093969,0.03287671232876712,0.37525038818359374
-0.07080467590515858,0.03287671232876712,0.3712221081542969
-0.0610326111713661,0.03287671232876712,0.35095863891601553
-0.059413177619063104,0.03287671232876712,0.34775432525634764
-0.057796362392157734,0.03287671232876712,0.34442794250488284
-0.05296154233757439,0.03287671232876712,0.3349065533447265
-0.05135511628930077,0.03287671232876712,0.33209896423339846
-0.049751266707326214,0.03287671232876712,0.3289251678466796
-0.04814998534035234,0.03287671232876712,0.3044808322143554
-0.04655126397665539,0.03287671232876712,0.2926096130371093
-0.044955094443833186,0.03287671232876712,0.32010567596435535
-0.043361468608555165,0.03287671232876712,0.3172980868530273
-0.041770378376313394,0.03287671232876712,0.31415480773925775
-0.04018181569117551,0.03287671232876712,0.29633272033691405
-0.03859577253554068,0.03287671232876712,0.3062508340454102
-0.037012240929896495,0.03287671232876712,0.3034737622070312
-0.03543121293257769,0.03287671232876712,0.2941659939575195
-0.03385268063952792,0.03287671232876712,0.29077857666015616
-0.03227663618406227,0.03287671232876712,0.2750011465454102
-0.030703071736631737,0.03287671232876712,0.282233740234375
-0.0291319795045905,0.03287671232876712,0.28076891113281244
-0.02756335173196404,0.03287671232876712,0.2639844110107422
-0.02599718069921908,0.03287671232876712,0.26328251373291023
-0.024433458723036306,0.03287671232876712,0.2590406127929688
-0.022872178156083882,0.03287671232876712,0.25818612915039063
-0.02131333138679271,0.03287671232876712,0.2549207809448243
-0.01975691083913446,0.03287671232876712,0.2540968145751954
-0.01820290897240031,0.03287671232876712,0.25110612182617187
-0.016651318280981396,0.03287671232876712,0.24817646362304688
-0.015102131294152,0.03287671232876712,0.24649801361083984
-0.013555340575853359,0.03287671232876712,0.24399559722900394
-0.012010938724479192,0.03287671232876712,0.24390404541015626
-0.010468918372663855,0.03287671232876712,0.2546461254882813
-0.00892927218707113,0.03287671232876712,0.2354202435302734
-0.007391992868184646,0.03287671232876712,0.23447420806884767
-0.005857073150100898,0.03287671232876712,0.2322464471435547
-0.004324505800322865,0.03287671232876712,0.22962196166992188
-0.002794283619555188,0.03287671232876712,0.22321333435058593
-0.0012663994415019334,0.03287671232876712,0.22064988342285152
0.0002591538673352259,0.03287671232876712,0.21823901885986324
0.0017823834078567328,0.03287671232876712,0.21573660247802734
0.003303296248563237,0.03287671232876712,0.21314263427734376
0.004821899425753292,0.03287671232876712,0.21067073516845702
0.006338199943717338,0.03287671232876712,0.20768004241943355
0.00785220477493243,0.03287671232876712,0.20536072967529295
0.009363920860254392,0.03287671232876712,0.20270572692871092
0.010873355109108725,0.03287671232876712,0.20011175872802733
0.012380514399679887,0.03287671232876712,0.19739572143554687
0.01388540557910021,0.03287671232876712,0.1947102014160156
0.015388035463635244,0.03287671232876712,0.19184157775878907
0.016888410838869862,0.03287671232876712,0.18918657501220704
0.018386538459891907,0.03287671232876712,0.1863484686279297
0.019882425051474664,0.03287671232876712,0.1835103622436523
0.021376077308257777,0.03287671232876712,0.180672255859375
0.022867501894927863,0.03287671232876712,0.17780363220214845
0.02435670544639565,0.03287671232876712,0.1749350085449219
0.025843694567973946,0.03287671232876712,0.17224948852539065
0.02732847583555321,0.03287671232876712,0.16931983032226564
0.028811055795776034,0.03287671232876712,0.16632913757324225
0.03029144096621012,0.03287671232876712,0.16358258300781253
0.03176963783552106,0.03287671232876712,0.16083602844238282
0.03324565286364167,0.03287671232876712,0.1580284393310547
0.03471949248194227,0.03287671232876712,0.1552208502197266
